"Id","Text","Score","length","type","error.code","error.message","url"
"1139","their payment system is extremely glitchy I have tried to set up an account several times and it has never worked so Ive never actually gotten to use the app still havent heard from customer service about that",0.0985706150531769,38,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1140","really thinking of cancelling our subscription we have tried downloading the app on 3 devices and it wont work it will work on our computer but our 4 yr old doesnt work the computer as well as a phone or tablet PLEASE FIX",0.115145802497864,43,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1153","why cant i download this app keeps freezing at 55",0.0237612128257751,10,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1179","since the new update I cannot access my account I select that Im a parent then select that I already have an account I click my account icon and it boots me back to the main screen to set up and select the account needed This needs to be fixed as its the only effective way to communicate with my childs teachers within the same day",0.235631048679352,66,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1196","I cant download the app keeps saying download pending",0.224856078624725,9,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1207","I thought this would be great for my grandson who is 3 and he was enjoying it when it worked but it freezes  wont go to the games he wants and is overall a complete waste of money and disappointment now We are going to discontinue service and look for something different",0.0717484951019287,52,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1245","I use to like it but stops working often Now I have to cut off my phone to get out of the app Please fix Had a Samsung 7 now a Mot4 phone Did this on both phones",0.0605631172657013,38,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1425","Microphone does not work",0.00476726889610291,4,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1453","Were still in the free trial but will be cancelling if this app isnt fixed Activities take forever to load and it force closes constantly My daughter gets so frustrated because shes never able to finish anything I dont understand how so many people can have the same complaint but nothing is done about it",0.0405832827091217,55,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1521","Doesnt work on android device with the school account",0.0723405182361603,9,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1522","I cant download it",0.19342115521431,4,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1546","I cant open any links I dont know why itjust shows it as plain text",0.101284712553024,15,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1554","It wont let me sign in it keeps saying Cant connect info might be outdated",0.0277935266494751,15,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1595","Its a good idea but the software is very glitchy on both the app and  website no matter what browser you are using I used this service for 2  years and when I paid to renew my account that said my account wasnt  active anymore Which was the reason why I was contacting them I paid for  a service that I wasnt able to use Instead of fixing the problem they  refunded my money Very poor customer service Plus the content is so  repetitive my son would lose interest There are way better programs and  services out there Dont waste your time with ABCmouse",0.032852977514267,104,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1661","Didnt let me log in and just said there wasnt any account",0.125240951776505,12,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"1664","It lets me see the topics but I cant see the classwork my teacher has in each topic I can see it on the website but I didnt download this app to have to use the website  please fix",0.125400066375732,39,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"2034","Something the app dont sync to message box Or messages wont send",0.5,12,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"2050","GLITCHES  LOTS Tap to resend NEVER works not once Youll write a message and it will never tell u its too long and it never ever sends it  itll just sit there in the way YOU CANNOT DELETE MSGS Ive used it for years because I HAVE to  my daughters school uses it But I hate it",0.236947357654572,57,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"2064","Messages continue to say sending but never send sometimes I dont get notifications from parents most of the time This didnt happen last year They need to fix their updates",0.132133603096008,30,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"2178","Quits working randomly will only work on certain devices Otherwise my daughter loves using this app",0.194920152425766,16,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"2242","I cant download the pictures teachers post of my kids So frustrating",0.121233254671097,12,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"2275","It takes for ever to  load and does not work until like 30 minutes later  I do not like it",0.0289938747882843,20,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"2359","doesnt show the solution  it said problem error",0.0278165340423584,8,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"2443","Doesnt send messages as it should",0.134818881750107,6,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"2760","cant leave conversations Can be glitchy",0.150383412837982,6,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3080","I couldnt log in to my personal account Also the app has a lot of bugs",0.212813049554825,16,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3089","Good app for my little ones but in the last week it kicks them out after it loads whether its on my phones kids mode or normal mode Toddler is not happy she cant play on it Even after the update For galaxy s5",0.0961349010467529,44,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3100","It gets a bit boring after a while and it  freezes up all the time on computer or the phones after 20 mins of that it frustrating to want to play anymore",0.0314236283302307,32,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3149","Bad streaming The content is great and the app is ok but it only streams over LTE It skips and spins over wifi The wifi streams netflix effortlessly so its not a wifi issue",0.130172938108444,34,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3166","It is not giving me icon options for skill option",0.755416929721832,10,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3178","I have an account but wont let me in and it wont let me make a mew account",0.0451654195785522,18,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3188","Pictures are always blocked with bar across and unable to clear Cant download images to save and screen shot either without addons to the pics Fix this and I will give better rating",0.220149427652359,33,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3220","im a Plus subscriber and since the most recent update offline has stopped all audio playback and even freezes mid lessons if connection is lost if not resolved soon ill be seeking a refund for my annual membership I just started last month",0.0649836957454681,43,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3237","Refreshing always fails Notification never opens Files dont open sometimes Fix it google fix it now",0.0989253520965576,16,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3365","cannot install in Samsung Note 8 stops at 72 progress",0.5,10,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3448","This app sucks I wanted to watch Auther but every single 10 second s it stops not my connection",0.0558233261108398,19,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3452","just installed the update and totally screwed up everything on the app I cant choose any video it just flips between different shows and so then when I try to cast it nothing works",0.121646702289581,34,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3555","This app was great when we 1st installed but every since the new update it is horrible We have to restart our tablet every few minutes just to get anywhere on it Very sad that we are going to have to switch to a different teaching app since this taught my autistic son extremely well",0.11446088552475,55,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3563","This was awesome until the recent update it logged me out and will not allow me to log back in When I try to login it doesnt even allow me to pull up the keyboard to type",0.15261310338974,37,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3569","I signed in for the first time and finished my initial setup After that i clicked Continue and the app doesnt open I see a blank screen with the wait thing turning how do I cancel my registration",0.5,38,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3575","Problem 1 is you have to do the lessons in order with very little flexibility if your kid doesnt feel like singing songs or poking different colors on the screen just now Theres no ability to skip from one lesson to another YOU WILL FOLLOW THE LEARNING PATH Pages take too long to load and often get hung up clocking At one point we couldnt progress past a particular exercise no matter what we did Thanks for the meltdown this caused Using the latest model Samsung phone and tablets I have buyers remorse and wish I hadnt spent the money for this",0.122420310974121,102,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3583","App not working Wont allow me to log in It wont even allow me to ever my log in information to log in",0.198534965515137,23,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3584","If it would work right I would like it but all we do is wait for things to load The songs dont play and everything takes so long my kids are over it Ive tried to cancel and was told Google play had to do it they wouldnt dont cancel it for you Dont download it its not worth it",0.0866382122039795,60,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3650","Terrible It locked me out of my account and will not let me back on for anything It says to ask for my administrator I dont have time to be wasted on how to figure this problem out I have to much homework and now I am s behind in my schoolwork      ",0.00656560063362122,52,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3666","Giving it 2 stars because it works on computer but for my phone it literally is unusable everytime I load a class it says info outdated please try again PS I have updated the app",0.155849903821945,35,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3690","I really wanted to use this app for my phone When I first got it it told me to insert my email like usual and I did however it told me I need supervisor approval I continued to try this a couple times till eventually I just put in my regular account and thought to try to switch accounts from there It kept telling me the same thing supervisor approval so I stopped trying for a little bit I tried again the next day but this time it wouldnt even let me open up the switch accounts and still wont",0.5,100,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3697","I can join my classes on the website but not in the app for some reason",0.791462898254395,16,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3705","I need this app for school but it refuses to work I have work to do and this drives me up the wall Fix it and leave it dont add stupid stuff that causes it to crash and stop working It puts me in panic mode because I have to log on for my hw and Im greeted with a message that I cant log in It works on computers but I dont have constant access so it makes things difficult Not happy",0.00214883685112,83,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"3754","Last year I could depend on this app after uninstalling because it wasnt giving me any notifications then reinstalling it but still experiencing sporadic notifications missing about 75 which is a total fail",0.0458238124847412,33,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"4291","Multiple times I was in the lead then I lost all my points points reset to  zero",0.0931263566017151,17,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"4345","Tried to cancel for 2 month and they never let me Did it from mobile phone  to register but to cancel sent me to website then asked me to download the  app and like that continuously",0.244208753108978,36,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"4613","The app has been super good not untill i updated it and now i cant view any messages sent  Meaning i cant folloe ul my childrens progress and cant get to know what the teachers have comunicated so frastrating",0.210643500089645,39,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"4809","Explain why I cant delete a message Cuase I have a lot of typos that are still huanting me if andd when i actuay use the app you guys have some majoir work to do on yor prodgect The sample textreview above is an example of a text I would send and never be able to edit again on Remind And my Administrators see this almost everytime I send himher something And its embarrassing So either you fix this or Im out of a job Signed Embarrassed Hardworker",0.136443167924881,88,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"4841","Still no fix from Remind4 months When installed it crashes my Android system whenever I try to share something LG v30 Reminds help has been contacted but they havent done anything beyond the basic troubleshooting they havent even asked for further details or logs Update They responded to my previous comment without apparently reading it they told me to contact their help department",0.279670476913452,63,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"4952","Keeps telling me to update to see the classwork tab but theres no update showing up on here Ive had to use the web browser version for almost a month because of this",0.217609792947769,33,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"4995","I cant even login on the app on my phone Some serious design flaws",0.0925430059432983,14,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"5011","The app is sp incredibly glitchy Its very laggy Sometimes it wont mark a  task as complete and other times i cant click on certain options that are  supposed to ne available in th classroom Just a moment ago while my child  was in the Pet section it was stuck on loop sayingfish food alphabet at  the same time as another audio explaining directions was playing Maybe the  website is worth paying for but the app surely is not",0.133520931005478,79,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"5026","So many glitches pages dont return to the appropriate activities and  menus Some dont load or mark complete  You have to supervise the whole  time to help with the glitches Disappointed waiting for the subscription  to end",0.0674552619457245,37,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"5043","It does not open on my phone I removed and installed again still not working",0.0762424170970917,15,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"5058","This is unreliable in turning in submissions I attached a file from google drive and successfully turned it in a few weeks ago for a major project only to find out that it wasnt submitted at all and was just waiting to be turned in Hate it",0.104960411787033,47,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"5131","I just found out that they have been double billing me since January Apparently I had an old account that I did cancel on my end but they failed to update A few months later i decided to try again but cancelled again after it didnt meet my expectations And to make matters worse they refuse to refund me for the double billings",0.00404942035675049,63,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"5134","Works on my iPad but wont open on my android LG thinQ phone",0.726862072944641,13,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"5150","I just downloaded this app and am finding it to be extremely slow I have it on 3 devices and its extremely slow on all three I havent been able to do anything except wait  ",0.023523211479187,35,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"5255","I thought it was my phone But after reading the other reviews I know its the app might daughter hasnt even been able to start the lessons It never loads Ive restarted my device three times already Please fix this Free apps at least let her start the lessons",0.794293880462646,49,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"5258","The app wont allow me to log in I contacted customer service to attempt to get the issue resolved and instead of fixing the problem I was told to use a computer instead Why have the app then Im completely frustrated with this app and my customer service experience and Id love a refund since this is now USELESS",0.0245435535907745,59,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"5296","Stopped giving me notifications tried updating ans didnt fix it Uninstalled and tried to reinstall and it wont let me download it at all just says pending",0.0931640565395355,27,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"5514","It would always say Not Connected or Sorry Something Went Wrong Please Try Again and it would never work",0.0327552855014801,19,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"5556","notifications not works",0.752673923969269,3,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"5597","Says Im offline when I have perfect connection This app does not work",0.107036262750626,13,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"5866","The app is great although its broken It wont work at all and if I try to update it doesnt fix the issue The app wont connect and The Play Store wont let me check for updates so I have to sequentially search and update my apps and I have a lot of beta apps which get daily updates This is dumb and a waste of time if it doesnt work other than that this app is great",0.0133349895477295,78,"Bug",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22006","perfect for on the go   love it",0.967258930206299,7,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22007","It works great has the shows my daughter loves",0.88070547580719,9,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22010","very good app",0.915953636169434,3,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22016","Love class dojo everytime my brother or sister bes good they get a point and whoever gets the most gets to watch youtube",0.88635265827179,23,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22018","great communication app",0.931111514568329,3,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22020","it is the best",0.988815188407898,4,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22021","yes this app is lit",0.775594592094421,5,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22024","i like it",0.977477967739105,3,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22025","I like this app because it has all my friends on it also has my name Vanessa from Vanessa Kennedy and also merry Christmas and a happy new year",0.940714001655579,29,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22026","my students love it",0.958147883415222,4,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22028","Works just fine and a good parent teacher communication app",0.928987205028534,10,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22029","I like this app beacuse My teacher has yhis app",0.20461705327034,10,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22032","it is good",0.995372831821442,3,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22035","I think its some times good and bad",0.191048413515091,8,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22043","it a good app",0.953910946846008,4,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22056","Very good UI Makes it easy to practice flash cards",0.963382363319397,10,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22067","Trust me this is the best",0.967922449111938,6,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22070","this app is very nice it helps you to memorise things faster",0.886136710643768,12,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22076","i really like it",0.978849649429321,4,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22080","Best free study tool ever",0.937205374240875,5,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22083","Very helpful app",0.915953636169434,3,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22087","love the study material",0.820909976959229,4,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22089","Very useful learning tool",0.944984078407288,4,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22090","Its really fun",0.983341574668884,3,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22091","Its good for studying and its fun",0.94629693031311,7,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22092","The songs are great Soo great and it gets us hype lol",0.951049327850342,12,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22095","I never get the right answers",0.140099316835403,6,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22098","I klike it",0.143585830926895,3,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22100","Amazing My teacher plays it with us all the time",0.934178590774536,10,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22107","I love it till the end of a circle",0.820897698402405,9,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22118","brilliant for hw",0.929496347904205,3,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22119","Its good for learning",0.95598316192627,4,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22120","Nice learning game",0.973933339118958,3,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22121","Ok great thanks",0.986678242683411,3,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22125","Helps me learn",0.744342088699341,3,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22127","I love kahoot",0.995363354682922,3,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22136","very good app",0.915953636169434,3,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22137","terrible game its awful wpuld pefer to jump of a cliff",0.094552606344223,11,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22139","Were sorry for our rage quitting pls accept our feedback as our apology",0.232229351997375,13,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22140","good for education and school activities",0.92845094203949,6,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22141","its addictive very",0.739434063434601,3,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22142","it is horruble do not use it",0.268515408039093,7,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22144","kahoot is lots of fun it is best in school",0.949913740158081,10,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22145","A very good education game for kids",0.927223026752472,7,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22154","its a meme and i love memes",0.871592044830322,7,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22155","my class will play this lol",0.8701131939888,6,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22158","this app helps me learn and challenge my friends LOVE IT",0.805554449558258,11,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22162","highly addictive cant get off it help",0.22490456700325,7,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22163","it is fun and you can learn stuff",0.926026403903961,8,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22166","Love to use this app In school and for school",0.762507557868958,10,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22187","I loved it",0.978849649429321,3,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22196","I Love a rther",0.988831162452698,4,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22202","Im 11 and i love it Download it now",0.922711908817291,9,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22205","It is good for my kids",0.937616765499115,6,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22207","Love it helps me out with my kids",0.868881464004517,8,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22210","I love this app my kid loves it",0.903274893760681,8,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22211","I love it a lot",0.933291077613831,5,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22212","Did not even like it",0.783148765563965,5,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22215","My grand daughter was 4 sinse she loved it  and she still loved lt",0.891135036945343,14,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22216","It is fun but it doesnt teach you anything",0.902805387973785,9,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22217","I love this app",0.835798799991608,4,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22218","I will say it is good for little kids like me",0.928199410438538,11,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
"22222","my kids are so happy",0.936258375644684,5,"Rating",NA,NA,"https://westcentralus.api.cognitive.microsoft.com/text/analytics/v2.1/sentiment?showStats=1"
